id,university,program_name,degree_type,category,city,province,duration,tuition_cad,ielts_requirement,intake,application_deadline,description,program_url
76,Western University,Dive Deeper Into Engineering (Track 15),Bachelor,IT,London,Ontario,2 years,47274,6.5,September,February,Dive Deeper Into Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
77,Dalhousie University,Arts and Social Sciences (Track 16),Bachelor,Arts,Halifax,Nova Scotia,4 years,29862,6.5,September,January,Arts and Social Sciences at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/arts.html
78,Simon Fraser University,Faculty of Arts and Social Sciences (Track 17),Bachelor,Business,Burnaby,British Columbia,4 years,63082,6.5,September,January,Faculty of Arts and Social Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/arts-social-sciences/majors.html
79,University of Toronto,Arts & Science Colleges (Track 18),Bachelor,Health,Toronto,Ontario,2 years,31266,6.5,September,January,Arts & Science Colleges at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/arts-and-science-colleges
80,York University,Business Economics / Économie et commerce (Track 19),Master,Health,Toronto,Ontario,2 years,62065,6.5,September,March,Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/glendon
81,Dalhousie University,Computer Science (Track 20),Master,Arts,Halifax,Nova Scotia,4 years,37494,6.5,September,January,Computer Science at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/computerscience.html
82,Simon Fraser University,Faculty of Applied Sciences (Track 21),Master,Engineering,Burnaby,British Columbia,2 years,29809,6.5,September,March,Faculty of Applied Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/applied-sciences/majors.html
83,Western University,Dive Deeper Into Engineering (Track 22),Bachelor,IT,London,Ontario,2 years,20909,6.5,September,February,Dive Deeper Into Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
84,Western University,Health Sciences (Track 23),Bachelor,Engineering,London,Ontario,4 years,53622,6.5,September,March,Health Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/health-sciences.html
85,University of British Columbia,Take care of your health and wellness (Track 24),Bachelor,Engineering,Vancouver,British Columbia,4 years,24695,6.5,September,January,Take care of your health and wellness at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/health-wellness/
86,York University,Business & Society (Track 25),Master,IT,Toronto,Ontario,2 years,44782,6.5,September,January,Business & Society at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-society
87,Western University,Dive Deeper Into Arts & Humanities (Track 26),Bachelor,Arts,London,Ontario,4 years,37191,6.5,September,February,Dive Deeper Into Arts & Humanities at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/arts-humanities.html
88,Simon Fraser University,Faculty of Health Sciences (Track 27),Bachelor,IT,Burnaby,British Columbia,4 years,41531,6.5,September,February,Faculty of Health Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/health-sciences.html
89,Dalhousie University,"Healthy people, communities, and populations (Track 28)",Bachelor,Business,Halifax,Nova Scotia,2 years,51001,6.5,September,January,"Healthy people, communities, and populations at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://www.dal.ca/research-and-innovation/research-clusters/healthy-people-communities-and-populations.html
90,University of Manitoba,Arts and Culture (Track 29),Master,Business,Winnipeg,Manitoba,4 years,29374,6.5,September,January,Arts and Culture at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/community/arts-culture
91,York University,Actuarial Science (Track 30),Master,IT,Toronto,Ontario,2 years,37736,6.5,September,January,Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/actuarial-science
92,York University,Biomedical Science (Track 31),Bachelor,Arts,Toronto,Ontario,4 years,63193,6.5,September,January,Biomedical Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/biomedical-science
93,York University,Business Economics (Track 32),Bachelor,Business,Toronto,Ontario,4 years,62906,6.5,September,March,Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/laps
94,Western University,Dive Deeper Into Health Sciences (Track 33),Bachelor,Business,London,Ontario,2 years,56020,6.5,September,February,Dive Deeper Into Health Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/health-sciences.html
95,Simon Fraser University,Faculty of Applied Sciences (Track 34),Master,Engineering,Burnaby,British Columbia,2 years,26807,6.5,September,March,Faculty of Applied Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/applied-sciences/majors.html
96,University of Manitoba,Arts and Culture (Track 35),Master,Business,Winnipeg,Manitoba,4 years,59093,6.5,September,January,Arts and Culture at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/community/arts-culture
97,Dalhousie University,Student health and wellness (Track 36),Master,Engineering,Halifax,Nova Scotia,2 years,55112,6.5,September,February,Student health and wellness at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/life-at-dal/health-and-wellness.html
98,Western University,Engineering (Track 37),Master,Arts,London,Ontario,4 years,64843,6.5,September,January,Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
99,University of Toronto,Music & the Performing Arts (Track 38),Master,IT,Toronto,Ontario,2 years,50045,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
100,Simon Fraser University,Faculty of Applied Sciences (Track 39),Master,Engineering,Burnaby,British Columbia,2 years,49368,6.5,September,March,Faculty of Applied Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/applied-sciences/majors.html
101,York University,Biomedical Science (Track 40),Bachelor,Arts,Toronto,Ontario,4 years,31017,6.5,September,January,Biomedical Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/biomedical-science
102,University of Toronto,Social Sciences (Track 41),Master,IT,Toronto,Ontario,4 years,46464,6.5,September,March,Social Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/social-sciences
103,University of Toronto,Engineering (Track 42),Master,Engineering,Toronto,Ontario,2 years,55094,6.5,September,February,Engineering at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/engineering
104,Western University,Arts & Humanities (Track 43),Bachelor,Health,London,Ontario,2 years,38951,6.5,September,March,Arts & Humanities at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/arts-humanities.html
105,University of Manitoba,Student health and wellness (Track 44),Master,Arts,Winnipeg,Manitoba,4 years,40252,6.5,September,March,Student health and wellness at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/student-supports/student-health-and-wellness
106,University of British Columbia,Plan your finances (Track 45),Bachelor,Arts,Vancouver,British Columbia,2 years,59618,6.5,September,February,Plan your finances at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/your-finances/
107,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 46)",Master,Engineering,Winnipeg,Manitoba,4 years,23646,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
108,York University,Cinema & Media Arts (Track 47),Bachelor,Arts,Toronto,Ontario,2 years,39204,6.5,September,January,Cinema & Media Arts at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/cinema-media-arts
109,Dalhousie University,Enrolment reports and data (Track 48),Master,Arts,Halifax,Nova Scotia,2 years,26679,6.5,September,February,Enrolment reports and data at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/study/registrars-office/enrolment-reports-data.html
110,University of Manitoba,Arts and Culture (Track 49),Master,Business,Winnipeg,Manitoba,4 years,25349,6.5,September,January,Arts and Culture at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/community/arts-culture
111,York University,Canadian Business for Internationally Educated Professionals (Track 50),Master,Health,Toronto,Ontario,4 years,51582,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
112,York University,Business & Society (Track 51),Master,IT,Toronto,Ontario,2 years,32502,6.5,September,January,Business & Society at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-society
113,University of Toronto,Music & the Performing Arts (Track 52),Master,IT,Toronto,Ontario,2 years,35810,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
114,Queen's University,Privacy and Data Collection (Track 53),Master,Engineering,Kingston,Ontario,2 years,28052,6.5,September,February,Privacy and Data Collection at Queen's University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.queensu.ca/accessandprivacy/privacy/personal/overview
115,Dalhousie University,Engineering (Track 54),Master,Engineering,Halifax,Nova Scotia,4 years,33495,6.5,September,January,Engineering at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/engineering.html
116,University of British Columbia,Plan your finances (Track 55),Bachelor,Arts,Vancouver,British Columbia,2 years,57323,6.5,September,February,Plan your finances at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/your-finances/
117,University of British Columbia,Plan your finances (Track 56),Bachelor,Arts,Vancouver,British Columbia,2 years,21069,6.5,September,February,Plan your finances at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/your-finances/
118,University of British Columbia,Plan your finances (Track 57),Bachelor,Arts,Vancouver,British Columbia,2 years,63092,6.5,September,February,Plan your finances at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/your-finances/
119,York University,Actuarial Science (Track 58),Master,IT,Toronto,Ontario,2 years,60494,6.5,September,January,Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/actuarial-science
120,Dalhousie University,Budget and finance (Track 59),Bachelor,Arts,Halifax,Nova Scotia,4 years,34106,6.5,September,January,Budget and finance at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/about/leadership-governance/budget-and-finance.html
121,University of Toronto,Arts & Science Colleges (Track 60),Bachelor,Health,Toronto,Ontario,2 years,40286,6.5,September,January,Arts & Science Colleges at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/arts-and-science-colleges
122,University of Toronto,Health & Life Sciences (Track 61),Bachelor,Engineering,Toronto,Ontario,4 years,54068,6.5,September,February,Health & Life Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/health-life-sciences
123,University of Toronto,Music & the Performing Arts (Track 62),Master,IT,Toronto,Ontario,2 years,46843,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
124,University of Toronto,Social Sciences (Track 63),Master,IT,Toronto,Ontario,4 years,55093,6.5,September,March,Social Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/social-sciences
125,York University,Canadian Business for Internationally Educated Professionals (Track 64),Master,Health,Toronto,Ontario,4 years,28252,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
126,University of Manitoba,Arts and Culture (Track 65),Master,Business,Winnipeg,Manitoba,4 years,32309,6.5,September,January,Arts and Culture at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/community/arts-culture
127,Western University,Dive Deeper Into Computer Science (Track 66),Bachelor,IT,London,Ontario,4 years,40852,6.5,September,February,Dive Deeper Into Computer Science at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/computer-science.html
128,University of Manitoba,"Kinesiology and Recreation Management, Faculty of (Track 67)",Bachelor,Arts,Winnipeg,Manitoba,4 years,39169,6.5,September,February,"Kinesiology and Recreation Management, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/kinesiology-recreation-management/
129,Queen's University,Privacy and Data Collection (Track 68),Master,Engineering,Kingston,Ontario,2 years,38980,6.5,September,February,Privacy and Data Collection at Queen's University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.queensu.ca/accessandprivacy/privacy/personal/overview
130,York University,Business Administration (Track 69),Bachelor,Business,Toronto,Ontario,2 years,22626,6.5,September,January,Business Administration at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-administration
131,Dalhousie University,Management (Track 70),Master,Business,Halifax,Nova Scotia,4 years,48130,6.5,September,March,Management at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/management.html
132,Dalhousie University,Engineering (Track 71),Master,Engineering,Halifax,Nova Scotia,4 years,41543,6.5,September,January,Engineering at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/engineering.html
133,York University,Business Administration (Track 72),Bachelor,Business,Toronto,Ontario,2 years,40941,6.5,September,January,Business Administration at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-administration
134,University of Manitoba,"Business, I. H. Asper School of (Track 73)",Bachelor,Health,Winnipeg,Manitoba,2 years,61902,6.5,September,March,"Business, I. H. Asper School of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/asper/
135,Western University,Medical Sciences (Track 74),Master,Arts,London,Ontario,4 years,30926,6.5,September,January,Medical Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/medical-sciences.html
136,York University,Actuarial Science (Track 75),Master,IT,Toronto,Ontario,2 years,51792,6.5,September,January,Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/actuarial-science
137,York University,Business Economics / Économie et commerce (Track 76),Master,Health,Toronto,Ontario,2 years,26316,6.5,September,March,Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/glendon
138,University of Toronto,Engineering (Track 77),Master,Engineering,Toronto,Ontario,2 years,46348,6.5,September,February,Engineering at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/engineering
139,University of Manitoba,"Arts, Faculty of (Track 78)",Bachelor,Arts,Winnipeg,Manitoba,2 years,57792,6.5,September,February,"Arts, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",http://umanitoba.ca/arts/
140,York University,Biotechnology (Track 79),Master,Engineering,Toronto,Ontario,2 years,53575,6.5,September,February,Biotechnology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/biotechnology
141,York University,Business Administration (Track 80),Bachelor,Business,Toronto,Ontario,2 years,43781,6.5,September,January,Business Administration at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-administration
142,Dalhousie University,Enrolment reports and data (Track 81),Master,Arts,Halifax,Nova Scotia,2 years,40646,6.5,September,February,Enrolment reports and data at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/study/registrars-office/enrolment-reports-data.html
143,University of Manitoba,"Engineering, Price Faculty of (Track 82)",Master,IT,Winnipeg,Manitoba,2 years,32188,6.5,September,February,"Engineering, Price Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/engineering/
144,Simon Fraser University,Beedie School of Business (Track 83),Bachelor,Engineering,Burnaby,British Columbia,2 years,35477,6.5,September,January,Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/business/majors.html
145,Dalhousie University,"Healthy people, communities, and populations (Track 84)",Bachelor,Business,Halifax,Nova Scotia,2 years,27516,6.5,September,January,"Healthy people, communities, and populations at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://www.dal.ca/research-and-innovation/research-clusters/healthy-people-communities-and-populations.html
146,York University,Actuarial Science (Track 85),Master,IT,Toronto,Ontario,2 years,52750,6.5,September,January,Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/actuarial-science
147,York University,Canadian Business for Internationally Educated Professionals (Track 86),Master,Health,Toronto,Ontario,4 years,22224,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
148,Dalhousie University,Management (Track 87),Master,Business,Halifax,Nova Scotia,4 years,29251,6.5,September,March,Management at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/management.html
149,Dalhousie University,Engineering (Track 88),Master,Engineering,Halifax,Nova Scotia,4 years,37271,6.5,September,January,Engineering at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/engineering.html
150,York University,Cinema & Media Arts - Screenwriting (Track 89),Master,Health,Toronto,Ontario,4 years,32891,6.5,September,March,Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/screenwriting
