id,university,program_name,degree_type,category,city,province,duration,tuition_cad,ielts_requirement,intake,application_deadline,description,program_url
73,York University,Nursing: 4-Year Direct Entry Nursing,Master,IT,Toronto,Ontario,2 years,32068,6.5,September,February,"Nursing: 4-Year Direct Entry Nursing at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/nursing
74,York University,Nursing: Post-RN for Internationally Educated Nurses,Master,Engineering,Toronto,Ontario,4 years,48388,6.5,September,January,"Nursing: Post-RN for Internationally Educated Nurses at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/nursing-ien
75,York University,Nursing: Second Entry,Bachelor,Engineering,Toronto,Ontario,2 years,52256,6.5,September,February,"Nursing: Second Entry at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/nursing-second-entry
76,York University,Political Science,Master,Health,Toronto,Ontario,4 years,52428,6.5,September,March,"Political Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/political-science/laps
77,York University,Political Science / Science politique,Bachelor,Business,Toronto,Ontario,2 years,34227,6.5,September,January,"Political Science / Science politique at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/political-science/glendon
78,York University,Proficiency in Spanish for Business and Professional Communication,Bachelor,Business,Toronto,Ontario,2 years,45927,6.5,September,February,"Proficiency in Spanish for Business and Professional Communication at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/proficiency-in-spanish
79,York University,Psychology,Master,Health,Toronto,Ontario,4 years,49799,6.5,September,March,"Psychology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/psychology/health
80,Simon Fraser University,Faculty of Applied Sciences,Master,Arts,Burnaby,British Columbia,4 years,43812,6.5,September,March,"Faculty of Applied Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/applied-sciences/majors.html
81,Simon Fraser University,Faculty of Arts and Social Sciences,Master,Health,Burnaby,British Columbia,2 years,36852,6.5,September,March,"Faculty of Arts and Social Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/arts-social-sciences/majors.html
82,Simon Fraser University,Beedie School of Business,Master,Health,Burnaby,British Columbia,2 years,48082,6.5,September,March,"Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/business/majors.html
83,Simon Fraser University,"Faculty of Communication, Art and Technology",Bachelor,Business,Burnaby,British Columbia,4 years,43523,6.5,September,February,"Faculty of Communication, Art and Technology at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/fcat/majors.html
84,Simon Fraser University,Faculty of Health Sciences,Master,Arts,Burnaby,British Columbia,4 years,24919,6.5,September,January,"Faculty of Health Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/health-sciences.html
85,Simon Fraser University,Faculty of Science,Bachelor,Health,Burnaby,British Columbia,4 years,31128,6.5,September,January,"Faculty of Science at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/science/majors.html
86,York University,Health Studies (Specialization 0),Bachelor,Engineering,Toronto,Ontario,2 years,32937,6.5,September,February,"Health Studies at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/health-studies
87,York University,Global Health (Specialization 1),Bachelor,IT,Toronto,Ontario,2 years,39860,6.5,September,January,"Global Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/global-health
88,York University,Computer Science (Specialization 2),Bachelor,IT,Toronto,Ontario,4 years,36066,6.5,September,February,"Computer Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/computer-science
89,York University,Electrical Engineering (Specialization 3),Master,Engineering,Toronto,Ontario,4 years,33795,6.5,September,January,"Electrical Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/electrical-engineering
90,University of British Columbia,Take care of your health and wellness (Specialization 4),Master,Health,Vancouver,British Columbia,2 years,46720,6.5,September,March,"Take care of your health and wellness at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://you.ubc.ca/applying-ubc/admitted/health-wellness/
91,York University,Civil Engineering (Specialization 5),Bachelor,IT,Toronto,Ontario,2 years,60007,6.5,September,February,"Civil Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/civil-engineering
92,University of Toronto,Health & Life Sciences (Specialization 6),Bachelor,Engineering,Toronto,Ontario,2 years,55608,6.5,September,January,"Health & Life Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://future.utoronto.ca/programs/health-life-sciences
93,York University,Cognitive Science (Specialization 7),Master,Arts,Toronto,Ontario,4 years,41703,6.5,September,January,"Cognitive Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/cognitive-science
94,York University,Business Economics / Économie et commerce (Specialization 8),Master,Health,Toronto,Ontario,2 years,49866,6.5,September,February,"Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-economics/glendon
95,York University,Digital Health (Specialization 9),Master,Arts,Toronto,Ontario,2 years,34485,6.5,September,February,"Digital Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/digital-health
96,York University,Nursing: Post-RN for Internationally Educated Nurses (Specialization 10),Master,Engineering,Toronto,Ontario,4 years,42096,6.5,September,January,"Nursing: Post-RN for Internationally Educated Nurses at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/nursing-ien
97,York University,Mechatronics Engineering (Specialization 11),Master,Health,Toronto,Ontario,2 years,31428,6.5,September,January,"Mechatronics Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/mechatronics-engineering
98,York University,Proficiency in Spanish for Business and Professional Communication (Specialization 12),Bachelor,Business,Toronto,Ontario,2 years,58753,6.5,September,February,"Proficiency in Spanish for Business and Professional Communication at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/proficiency-in-spanish
99,York University,Digital Health (Specialization 13),Master,Arts,Toronto,Ontario,2 years,41437,6.5,September,February,"Digital Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/digital-health
100,York University,Business & Society (Specialization 14),Master,IT,Toronto,Ontario,4 years,24189,6.5,September,March,"Business & Society at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-society
101,York University,Cognitive Science (Specialization 15),Master,Arts,Toronto,Ontario,4 years,48362,6.5,September,January,"Cognitive Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/cognitive-science
102,York University,Nursing: 4-Year Direct Entry Nursing (Specialization 16),Master,IT,Toronto,Ontario,2 years,55491,6.5,September,February,"Nursing: 4-Year Direct Entry Nursing at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/nursing
103,York University,Global Health (Specialization 17),Bachelor,IT,Toronto,Ontario,2 years,25586,6.5,September,January,"Global Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/global-health
104,Simon Fraser University,"Faculty of Communication, Art and Technology (Specialization 18)",Bachelor,Business,Burnaby,British Columbia,4 years,58429,6.5,September,February,"Faculty of Communication, Art and Technology at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/fcat/majors.html
105,Simon Fraser University,Beedie School of Business (Specialization 19),Master,Health,Burnaby,British Columbia,2 years,38595,6.5,September,March,"Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/business/majors.html
106,York University,International Studies & Business Administration / Études internationales et administration des affaires (Specialization 20),Master,Business,Toronto,Ontario,2 years,35610,6.5,September,February,"International Studies & Business Administration / Études internationales et administration des affaires at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/international-studies-business-administration
107,York University,Engineering & International Development Studies (Specialization 21),Master,IT,Toronto,Ontario,4 years,61782,6.5,September,March,"Engineering & International Development Studies at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/engineering-intl-development-studies
108,York University,Geomatics Engineering (Specialization 22),Master,Health,Toronto,Ontario,4 years,21783,6.5,September,February,"Geomatics Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/geomatic-engineering
109,York University,Cinema & Media Arts - Screenwriting (Specialization 23),Master,Health,Toronto,Ontario,2 years,49877,6.5,September,January,"Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/screenwriting
110,York University,Psychology (Specialization 24),Master,Health,Toronto,Ontario,4 years,50574,6.5,September,March,"Psychology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/psychology/health
111,York University,Health Services Financial Management (Specialization 25),Master,IT,Toronto,Ontario,4 years,57277,6.5,September,February,"Health Services Financial Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/health-services-financial-management
112,York University,Emergency Management (Specialization 26),Bachelor,Arts,Toronto,Ontario,4 years,44057,6.5,September,January,"Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/emergency-management
113,York University,Business Economics (Specialization 27),Master,IT,Toronto,Ontario,4 years,36689,6.5,September,January,"Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-economics/laps
114,York University,Cinema & Media Arts - Screenwriting (Specialization 28),Master,Health,Toronto,Ontario,2 years,50952,6.5,September,January,"Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/screenwriting
115,University of Toronto,Arts & Science Colleges (Specialization 29),Bachelor,Health,Toronto,Ontario,4 years,52272,6.5,September,March,"Arts & Science Colleges at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://future.utoronto.ca/programs/arts-and-science-colleges
116,York University,"Linguistics, Language and Society / Linguistique et sciences du langage (Specialization 30)",Bachelor,Arts,Toronto,Ontario,4 years,23745,6.5,September,March,"Linguistics, Language and Society / Linguistique et sciences du langage at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/linguistics-language-studies
117,York University,Cinema & Media Arts (Specialization 31),Bachelor,Engineering,Toronto,Ontario,4 years,45732,6.5,September,January,"Cinema & Media Arts at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/cinema-media-arts
118,York University,Information Technology for Internationally Educated Professionals (Specialization 32),Bachelor,Health,Toronto,Ontario,4 years,27446,6.5,September,February,"Information Technology for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/information-technology-for-internationally-educated-professionals
119,York University,Business Economics / Économie et commerce (Specialization 33),Master,Health,Toronto,Ontario,2 years,46708,6.5,September,February,"Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-economics/glendon
120,York University,"Culture, Medicine & Health (Specialization 34)",Bachelor,Arts,Toronto,Ontario,4 years,24289,6.5,September,January,"Culture, Medicine & Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/culture-medicine-and-health
121,York University,Kinesiology & Health Science (Specialization 35),Bachelor,Business,Toronto,Ontario,4 years,24138,6.5,September,February,"Kinesiology & Health Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/kinesiology-health-science
122,York University,Psychology (Specialization 36),Master,Health,Toronto,Ontario,4 years,30626,6.5,September,March,"Psychology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/psychology/health
123,York University,Mechatronics Engineering (Specialization 37),Master,Health,Toronto,Ontario,2 years,55524,6.5,September,January,"Mechatronics Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/mechatronics-engineering
124,York University,Political Science (Specialization 38),Master,Health,Toronto,Ontario,4 years,35541,6.5,September,March,"Political Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/political-science/laps
125,York University,Cinema & Media Arts - Screenwriting (Specialization 39),Master,Health,Toronto,Ontario,2 years,61258,6.5,September,January,"Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/screenwriting
126,York University,Disaster & Emergency Management (Specialization 40),Master,Business,Toronto,Ontario,2 years,49264,6.5,September,January,"Disaster & Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/disaster-emergency-management
127,York University,Emergency Management (Specialization 41),Bachelor,Arts,Toronto,Ontario,4 years,28553,6.5,September,January,"Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/emergency-management
128,York University,Digital Health (Specialization 42),Master,Arts,Toronto,Ontario,2 years,44938,6.5,September,February,"Digital Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/digital-health
129,York University,Environmental Science (Specialization 43),Bachelor,Business,Toronto,Ontario,2 years,23101,6.5,September,March,"Environmental Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/environmental-science
130,York University,Financial & Business Economics (Specialization 44),Master,Arts,Toronto,Ontario,4 years,25959,6.5,September,February,"Financial & Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/financial-business-economics
131,York University,Emergency Management (Specialization 45),Bachelor,Arts,Toronto,Ontario,4 years,22279,6.5,September,January,"Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/emergency-management
132,York University,Computer Science (Specialization 46),Bachelor,IT,Toronto,Ontario,4 years,55236,6.5,September,February,"Computer Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/computer-science
133,York University,Actuarial Science (Specialization 47),Bachelor,Arts,Toronto,Ontario,2 years,57445,6.5,September,January,"Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/actuarial-science
134,York University,Management (Specialization 48),Bachelor,Engineering,Toronto,Ontario,4 years,60297,6.5,September,March,"Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/management
135,York University,Disaster & Emergency Management (Specialization 49),Master,Business,Toronto,Ontario,2 years,50153,6.5,September,January,"Disaster & Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/disaster-emergency-management
136,York University,"Linguistics, Language and Society / Linguistique et sciences du langage (Specialization 50)",Bachelor,Arts,Toronto,Ontario,4 years,59867,6.5,September,March,"Linguistics, Language and Society / Linguistique et sciences du langage at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/linguistics-language-studies
137,York University,Emergency Management (Specialization 51),Bachelor,Arts,Toronto,Ontario,4 years,37243,6.5,September,January,"Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/emergency-management
138,York University,Investment Management (Specialization 52),Bachelor,Business,Toronto,Ontario,4 years,63828,6.5,September,February,"Investment Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/investment-management
139,York University,Engineering & International Development Studies (Specialization 53),Master,IT,Toronto,Ontario,4 years,44163,6.5,September,March,"Engineering & International Development Studies at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/engineering-intl-development-studies
140,York University,"Culture, Medicine & Health (Specialization 54)",Bachelor,Arts,Toronto,Ontario,4 years,20123,6.5,September,January,"Culture, Medicine & Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/culture-medicine-and-health
141,Simon Fraser University,Beedie School of Business (Specialization 55),Master,Health,Burnaby,British Columbia,2 years,23129,6.5,September,March,"Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://www.sfu.ca/students/admission/programs.html/students/admission/programs/business/majors.html
